iter	MultiClass
1514	0.3029608679
1515	0.3029352286
1516	0.3028853843
1517	0.3028809135
1518	0.3027151945
1519	0.3027146934
1520	0.3025947505
1521	0.302572954
1522	0.3025269905
1523	0.3024510902
1524	0.3024402104
1525	0.302432882
1526	0.3023977178
1527	0.3023943587
1528	0.3023833912
1529	0.3022601345
1530	0.3021685005
1531	0.302073817
1532	0.3020114996
1533	0.3019096511
1534	0.3018120339
1535	0.3018052612
1536	0.301786653
1537	0.3016650717
1538	0.301632336
1539	0.3015589826
1540	0.3014722325
1541	0.3014485258
1542	0.3014029093
1543	0.3013827983
1544	0.3013426467
1545	0.3013002309
1546	0.3012807809
1547	0.3012417549
1548	0.3011312765
1549	0.3010407036
1550	0.3010341554
1551	0.3009867789
1552	0.3009618834
1553	0.3008842836
1554	0.3008733956
1555	0.3007581568
1556	0.3006662336
1557	0.3006657981
1558	0.3005843945
1559	0.3005024419
1560	0.3004937073
1561	0.3003745575
1562	0.3002867177
1563	0.3002055385
1564	0.3001079602
1565	0.3000853617
1566	0.2999974783
1567	0.2999624197
1568	0.2998705034
1569	0.2998232326
1570	0.2997855397
1571	0.2997482279
1572	0.2997473026
1573	0.2997367231
1574	0.2996454727
1575	0.2995824255
1576	0.2995247077
1577	0.2994853728
1578	0.2994750851
1579	0.2994177468
1580	0.2993763719
1581	0.2993663729
1582	0.2992786981
1583	0.2992716953
1584	0.2992316563
1585	0.2992065013
1586	0.299187763
1587	0.2990980408
1588	0.2990932591
1589	0.2989723526
1590	0.2988787379
1591	0.2987635835
1592	0.2987329578
1593	0.2986960765
1594	0.2986835425
1595	0.2986528866
1596	0.2985064715
1597	0.2984996717
1598	0.298499227
1599	0.2984946679
1600	0.2984617238
1601	0.2983800885
1602	0.2983306984
1603	0.2982459408
1604	0.2981503189
1605	0.2981398297
1606	0.2981394665
1607	0.2980457536
1608	0.2979465219
1609	0.2979390113
1610	0.2979149405
1611	0.2978682695
1612	0.2978603118
1613	0.2977833337
1614	0.2977824893
1615	0.2977416798
1616	0.2976531399
1617	0.2975448448
1618	0.2975353829
1619	0.2974242074
1620	0.2973629837
1621	0.297362617
1622	0.2973562306
1623	0.2972155276
1624	0.2971298358
1625	0.2971242762
1626	0.2971162763
1627	0.2970444625
1628	0.2969660606
1629	0.2968636035
1630	0.2968355877
1631	0.2967652271
1632	0.2966968894
1633	0.2966646214
1634	0.2966208976
1635	0.296541241
1636	0.2965192463
1637	0.2964465834
1638	0.2964403533
1639	0.2964044887
1640	0.2963152448
1641	0.2963017527
1642	0.2961986209
1643	0.2961982859
1644	0.2961283332
1645	0.2960745783
1646	0.2960377482
1647	0.2959556132
1648	0.2959275614
1649	0.2958889152
1650	0.2957395952
1651	0.2957330204
1652	0.2956558358
1653	0.2956484571
1654	0.2956307722
1655	0.2955880306
1656	0.2955644667
1657	0.2955603283
1658	0.2955402609
1659	0.2955342999
1660	0.2955123014
1661	0.2954338674
1662	0.2953658577
1663	0.2952915602
1664	0.2952113254
1665	0.29516985
1666	0.2951053675
1667	0.2950648649
1668	0.2950115299
1669	0.2950026205
1670	0.2949306749
1671	0.2949162392
1672	0.294912306
1673	0.2948303864
